symbol,date,open,high,low,close,volume
GXH.NZ,2024-12-12,0.89,0.89,0.86,0.86,1604
GXH.NZ,2024-12-13,0.85,0.85,0.8,0.8,2366
GXH.NZ,2024-12-16,0.8,0.8,0.75,0.75,27312
GXH.NZ,2024-12-17,0.75,0.79,0.75,0.79,19933
GXH.NZ,2024-12-18,0.78,0.8,0.78,0.8,814
GXH.NZ,2024-12-19,0.8,0.8,0.8,0.8,10224
GXH.NZ,2024-12-20,0.8,0.8,0.8,0.8,0
GXH.NZ,2024-12-23,0.82,0.83,0.82,0.83,13167
GXH.NZ,2024-12-24,0.83,0.83,0.83,0.83,0
GXH.NZ,2024-12-27,0.85,0.86,0.84,0.84,11050
GXH.NZ,2024-12-30,0.8,0.83,0.8,0.83,5548
GXH.NZ,2024-12-31,0.8,0.8,0.8,0.8,0
GXH.NZ,2025-01-02,0.85,0.85,0.82,0.82,31422
GXH.NZ,2025-01-03,0.8,0.8,0.8,0.8,0
GXH.NZ,2025-01-06,0.85,0.87,0.83,0.85,9462
GXH.NZ,2025-01-07,0.87,0.87,0.85,0.85,5738
GXH.NZ,2025-01-08,0.85,0.85,0.85,0.85,0
GXH.NZ,2025-01-09,0.84,0.84,0.84,0.84,1273
GXH.NZ,2025-01-10,0.83,0.83,0.83,0.83,6507
GXH.NZ,2025-01-13,0.82,0.82,0.81,0.81,4366
GXH.NZ,2025-01-14,0.8,0.8,0.77,0.77,8029
GXH.NZ,2025-01-15,0.79,0.79,0.79,0.79,6
GXH.NZ,2025-01-16,0.77,0.77,0.77,0.77,0
GXH.NZ,2025-01-17,0.8,0.8,0.79,0.79,7270
GXH.NZ,2025-01-19,0.79,0.79,0.78,0.78,2183
GXH.NZ,2025-01-20,0.79,0.79,0.79,0.79,0
GXH.NZ,2025-01-21,0.79,0.8,0.79,0.8,8436
GXH.NZ,2025-01-22,0.79,0.8,0.79,0.8,2062
GXH.NZ,2025-01-23,0.79,0.8,0.78,0.8,47414
GXH.NZ,2025-01-24,0.8,0.8,0.8,0.8,0
GXH.NZ,2025-01-27,0.82,0.83,0.82,0.83,1080
GXH.NZ,2025-01-28,0.82,0.82,0.77,0.77,17581
GXH.NZ,2025-01-29,0.75,0.75,0.75,0.75,1642
GXH.NZ,2025-01-30,0.75,0.75,0.75,0.75,0
GXH.NZ,2025-01-31,0.77,0.78,0.77,0.78,1018
GXH.NZ,2025-02-03,0.77,0.8,0.77,0.8,6976
GXH.NZ,2025-02-04,0.82,0.83,0.82,0.83,20717
GXH.NZ,2025-02-05,0.82,0.84,0.82,0.84,169
GXH.NZ,2025-02-07,0.84,0.84,0.83,0.84,6925
GXH.NZ,2025-02-10,0.84,0.84,0.81,0.81,14239
GXH.NZ,2025-02-11,0.81,0.81,0.8,0.8,933
GXH.NZ,2025-02-12,0.78,0.78,0.77,0.78,8638
GXH.NZ,2025-02-13,0.79,0.84,0.79,0.83,12687
GXH.NZ,2025-02-14,0.84,0.84,0.82,0.82,103789
GXH.NZ,2025-02-17,0.84,0.84,0.83,0.84,1220
GXH.NZ,2025-02-18,0.83,0.84,0.83,0.83,70194
GXH.NZ,2025-02-19,0.83,0.83,0.83,0.83,0
GXH.NZ,2025-02-20,0.83,0.84,0.83,0.83,3054
GXH.NZ,2025-02-21,0.84,0.84,0.83,0.84,6311
GXH.NZ,2025-02-24,0.84,0.84,0.83,0.83,15591
GXH.NZ,2025-02-25,0.84,0.84,0.83,0.83,8707
GXH.NZ,2025-02-26,0.83,0.83,0.82,0.82,9003
GXH.NZ,2025-02-27,0.82,0.82,0.8,0.8,278
GXH.NZ,2025-02-28,0.82,0.82,0.8,0.8,1460
GXH.NZ,2025-03-03,0.8,0.8,0.8,0.8,0
GXH.NZ,2025-03-04,0.79,0.81,0.79,0.81,5168
GXH.NZ,2025-03-05,0.81,0.81,0.78,0.78,14249
GXH.NZ,2025-03-06,0.78,0.78,0.78,0.78,0
GXH.NZ,2025-03-07,0.78,0.78,0.78,0.78,0
GXH.NZ,2025-03-10,0.79,0.81,0.79,0.81,885
GXH.NZ,2025-03-11,0.81,0.81,0.81,0.81,2221
GXH.NZ,2025-03-12,0.81,0.81,0.81,0.81,0
GXH.NZ,2025-03-13,0.81,0.81,0.81,0.81,0
GXH.NZ,2025-03-14,0.81,0.81,0.81,0.81,0
GXH.NZ,2025-03-17,0.81,0.81,0.8,0.8,73622
GXH.NZ,2025-03-18,0.8,0.8,0.8,0.8,0
GXH.NZ,2025-03-19,0.81,0.81,0.8,0.8,5500
GXH.NZ,2025-03-20,0.79,0.79,0.77,0.77,6895
GXH.NZ,2025-03-21,0.76,0.76,0.75,0.75,665
GXH.NZ,2025-03-24,0.75,0.75,0.74,0.74,21432
GXH.NZ,2025-03-25,0.75,0.75,0.75,0.75,6607
GXH.NZ,2025-03-26,0.74,0.75,0.74,0.74,1307
GXH.NZ,2025-03-27,0.77,0.77,0.77,0.77,1778
GXH.NZ,2025-03-28,0.74,0.74,0.74,0.74,0
GXH.NZ,2025-03-31,0.79,0.79,0.75,0.75,14127
GXH.NZ,2025-04-01,0.77,0.77,0.77,0.77,1991
GXH.NZ,2025-04-02,0.77,0.77,0.74,0.74,12915
GXH.NZ,2025-04-03,0.75,0.76,0.74,0.74,29423
GXH.NZ,2025-04-04,0.74,0.75,0.72,0.75,23534
GXH.NZ,2025-04-07,0.74,0.74,0.71,0.71,45112
GXH.NZ,2025-04-08,0.72,0.73,0.71,0.73,35921
GXH.NZ,2025-04-09,0.73,0.74,0.73,0.74,49577
GXH.NZ,2025-04-10,0.74,0.74,0.73,0.74,54704
GXH.NZ,2025-04-11,0.75,0.75,0.74,0.74,26076
GXH.NZ,2025-04-14,0.74,0.74,0.74,0.74,2278
GXH.NZ,2025-04-15,0.73,0.74,0.73,0.73,5629
GXH.NZ,2025-04-16,0.74,0.74,0.73,0.73,3760
GXH.NZ,2025-04-17,0.74,0.74,0.74,0.74,1317
GXH.NZ,2025-04-22,0.73,0.74,0.73,0.74,1039
GXH.NZ,2025-04-23,0.74,0.74,0.74,0.74,1337
GXH.NZ,2025-04-24,0.72,0.72,0.72,0.72,21166
GXH.NZ,2025-04-28,0.74,0.74,0.73,0.74,15887
GXH.NZ,2025-04-29,0.73,0.73,0.72,0.72,2633
GXH.NZ,2025-04-30,0.72,0.72,0.72,0.72,3890
GXH.NZ,2025-05-01,0.71,0.72,0.71,0.72,4076
GXH.NZ,2025-05-02,0.71,0.72,0.71,0.72,36151
GXH.NZ,2025-05-05,0.71,0.74,0.71,0.74,45982
GXH.NZ,2025-05-06,0.73,0.73,0.73,0.73,37043
GXH.NZ,2025-05-07,0.72,0.72,0.72,0.72,44410
GXH.NZ,2025-05-08,0.72,0.72,0.72,0.72,19965
GXH.NZ,2025-05-09,0.71,0.72,0.71,0.72,112897
GXH.NZ,2025-05-12,0.74,0.76,0.74,0.75,1904
GXH.NZ,2025-05-13,0.75,0.76,0.75,0.75,1953
GXH.NZ,2025-05-14,0.78,0.82,0.78,0.82,1704
GXH.NZ,2025-05-15,0.83,0.86,0.83,0.85,9219
GXH.NZ,2025-05-16,0.84,0.84,0.83,0.83,4632
GXH.NZ,2025-05-19,0.83,0.84,0.82,0.83,3507
GXH.NZ,2025-05-20,0.84,0.84,0.83,0.83,30659
GXH.NZ,2025-05-21,0.84,0.84,0.84,0.84,1452
GXH.NZ,2025-05-22,0.84,0.84,0.83,0.83,4929
GXH.NZ,2025-05-23,0.83,0.83,0.83,0.83,1376
GXH.NZ,2025-05-26,0.81,0.81,0.75,0.75,52351
GXH.NZ,2025-05-27,0.75,0.75,0.73,0.73,55849
GXH.NZ,2025-05-28,0.73,0.78,0.73,0.78,6474
GXH.NZ,2025-05-29,0.82,0.84,0.73,0.83,121156
GXH.NZ,2025-05-30,0.83,0.83,0.81,0.81,15926
GXH.NZ,2025-06-03,0.82,0.82,0.81,0.82,13377
GXH.NZ,2025-06-04,0.8,0.8,0.8,0.8,35869
GXH.NZ,2025-06-05,0.77,0.79,0.77,0.78,47170
GXH.NZ,2025-06-06,0.78,0.79,0.75,0.75,62007
GXH.NZ,2025-06-09,0.76,0.78,0.75,0.78,8490
GXH.NZ,2025-06-10,0.78,0.78,0.78,0.78,2091
GXH.NZ,2025-06-11,0.78,0.78,0.78,0.78,0
GXH.NZ,2025-06-12,0.78,0.78,0.78,0.78,0
